Sample ID,LabDate,LakeID,Taxon,LifeStage,SpecimenNumber,Length,Comments,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,14,4.1,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,15,7.6,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,16,7.7,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,17,7.8,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,18,5.8,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,19,7.9,,
2061,7/1/2014 0:00,10222,Callibaetis ferrugineus,,20,4.3,,
2061,7/1/2014 0:00,10222,Chironomidae,,1,8,,
2061,7/1/2014 0:00,10222,Chironomidae,,2,8.4,,
2061,7/1/2014 0:00,10222,Chironomidae,,3,6.2,,
2061,7/1/2014 0:00,10222,Chironomidae,,4,5.7,,
2061,7/1/2014 0:00,10222,Chironomidae,,5,8.4,,
2061,7/1/2014 0:00,10222,Chironomidae,,6,5.8,,
2061,7/1/2014 0:00,10222,Corixidae,,1,1.7,,
2061,7/1/2014 0:00,10222,Corixidae,,2,1.7,,
2061,7/1/2014 0:00,10222,Diptera,Pupae,1,4.3,,
2061,7/1/2014 0:00,10222,Diptera,Pupae,2,4.5,,
2061,7/1/2014 0:00,10222,Diptera,Pupae,3,4.3,,
2061,7/1/2014 0:00,10222,Sialis,,1,3.4,,
2061,7/1/2014 0:00,10222,Sialis,,2,2.9,,
2061,7/1/2014 0:00,10222,Sialis,,3,2.6,,
2061,7/1/2014 0:00,10222,Sialis,,4,2.9,,
2061,7/1/2014 0:00,10222,Sialis,,5,3.4,,
2061,7/1/2014 0:00,10222,Sialis,,6,2.4,,
2061,7/1/2014 0:00,10222,Sialis,,7,3.8,,
2061,7/1/2014 0:00,10222,Sialis,,8,4.4,,
2061,7/1/2014 0:00,10222,Sialis,,9,3.7,,
2061,7/1/2014 0:00,10222,Stictotarsus,,1,1.4,,
2061,7/1/2014 0:00,10222,Stictotarsus,,2,1.4,,
2061,7/1/2014 0:00,10222,Stictotarsus,,3,1.8,,
2061,7/1/2014 0:00,10222,Stictotarsus,,4,1.4,,
2061,7/1/2014 0:00,10222,Stictotarsus,,5,1.7,,
2061,7/1/2014 0:00,10222,Stictotarsus,,6,1.5,,
2061,7/1/2014 0:00,10222,Stictotarsus,,7,2.1,,
2061,7/1/2014 0:00,10222,Stictotarsus,,8,1.5,,
2061,7/1/2014 0:00,10222,Stictotarsus,,9,1.7,,
2061,7/1/2014 0:00,10222,Stictotarsus,,10,1.6,,
2061,7/1/2014 0:00,10222,Stictotarsus,,11,1.8,,
2061,7/1/2014 0:00,10222,Stictotarsus,,12,1.5,,
2061,7/1/2014 0:00,10222,Stictotarsus,,13,1.9,,
2061,7/1/2014 0:00,10222,Stictotarsus,,14,1.8,,
2061,7/1/2014 0:00,10222,Stictotarsus,,15,1.6,,
2061,7/1/2014 0:00,10222,Stictotarsus,,16,1.7,,
2061,7/1/2014 0:00,10222,Stictotarsus,,17,1.3,,
2061,7/1/2014 0:00,10222,Stictotarsus,,18,2.3,,
2090,4/15/2013 0:00,70550,Sialis,,8,2.4,,
2320,7/1/2014 0:00,70550,Agabus,Larvae/Nymph,1,11.8,,
2320,7/1/2014 0:00,70550,Desmona,,1,8.6,,
2320,7/1/2014 0:00,70550,Desmona,,2,7.7,,
2320,7/1/2014 0:00,70550,Desmona,,3,8.3,,
2320,7/1/2014 0:00,70550,Limnephilidae,,1,5.7,,
2320,7/1/2014 0:00,70550,Limnephilidae,,2,6.2,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,1,3.1,,
2320,7/1/2014 0:00,70550,Oligochaeta,,1,15.2,,
2320,7/1/2014 0:00,70550,Oligochaeta,,2,6.3,,
2320,7/1/2014 0:00,70550,Pisidium casertanum,,1,1.1,,
2320,7/1/2014 0:00,70550,Psychoglypha,,1,12.4,,
2320,7/1/2014 0:00,70550,Psychoglypha,,2,12.6,,
2320,7/7/2014 0:00,70550,Acari,,1,1.3,,
2320,7/7/2014 0:00,70550,Acari,,2,1.5,,
2320,7/7/2014 0:00,70550,Acari,,3,0.9,,
2320,7/7/2014 0:00,70550,Acari,,4,1.5,,
2320,7/7/2014 0:00,70550,Acari,,5,1,,
2320,7/7/2014 0:00,70550,Acari,,6,1.9,,
2320,7/7/2014 0:00,70550,Acari,,7,1.2,,
2320,7/7/2014 0:00,70550,Acari,,8,0.7,,
2320,7/7/2014 0:00,70550,Acari,,9,1.4,,
2320,7/7/2014 0:00,70550,Acari,,10,1.9,,
2320,7/7/2014 0:00,70550,Acari,,11,1.4,,
2320,7/7/2014 0:00,70550,Acari,,12,1.4,,
2320,7/7/2014 0:00,70550,Acari,,13,1.2,,
2320,7/7/2014 0:00,70550,Acari,,14,1.5,,
2320,7/7/2014 0:00,70550,Acari,,15,1.7,,
2320,7/7/2014 0:00,70550,Acari,,16,0.8,,
2320,7/7/2014 0:00,70550,Acari,,17,0.9,,
2320,7/7/2014 0:00,70550,Acari,,18,1.6,,
2320,7/7/2014 0:00,70550,Acari,,19,1.5,,
2320,7/7/2014 0:00,70550,Acari,,20,0.7,,
2320,7/7/2014 0:00,70550,Ameletus,,1,6.8,,
2320,7/7/2014 0:00,70550,Ameletus,,2,8,,
2320,7/7/2014 0:00,70550,Ameletus,,3,10.4,,
2320,7/7/2014 0:00,70550,Ameletus,,4,10.3,,
2320,7/7/2014 0:00,70550,Ameletus,,5,9.9,,
2320,7/7/2014 0:00,70550,Ameletus,,6,12.1,,
2320,7/7/2014 0:00,70550,Ameletus,,7,7.8,,
2320,7/7/2014 0:00,70550,Ameletus,,8,8.8,,
2320,7/7/2014 0:00,70550,Ameletus,,9,10.7,,
2320,7/7/2014 0:00,70550,Ameletus,,10,11.4,,
2320,7/7/2014 0:00,70550,Ameletus,,11,12.2,,
2320,7/7/2014 0:00,70550,Ameletus,,12,10.7,,
2320,7/7/2014 0:00,70550,Ameletus,,13,10.8,,
2320,7/7/2014 0:00,70550,Ameletus,,14,12.5,,
2320,7/7/2014 0:00,70550,Ameletus,,15,9,,
2320,7/7/2014 0:00,70550,Ameletus,,16,9.8,,
2320,7/7/2014 0:00,70550,Ameletus,,17,6.2,head+thorax; missing abdomen,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,1,8.7,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,2,5.4,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,3,7,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,4,11.1,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,5,8.3,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,6,4.5,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,7,6.7,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,8,9.5,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,9,11,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,10,8.6,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,11,6.6,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,12,4.6,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,13,10.4,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,14,9.3,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,15,5.9,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,16,10.3,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,17,9,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,18,6.5,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,19,5.4,,
2320,7/7/2014 0:00,70550,Callibaetis ferrugineus,,20,8.2,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,2,2.9,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,3,3.3,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,4,4.1,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,5,4.5,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,6,3.7,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,7,3.8,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,8,5.8,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,9,5.7,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,10,3.4,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,11,5.9,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,12,6.3,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,13,3.2,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,14,3.8,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,15,5.1,2 pcs; split in half,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,16,3.1,,
2320,7/7/2014 0:00,70550,Limnephilidae,Larvae/Nymph,17,3.1,,
2320,7/7/2014 0:00,70550,Sialis,,1,3.1,,
2320,7/7/2014 0:00,70550,Sialis,,2,4.1,,
2320,7/7/2014 0:00,70550,Sialis,,3,3.9,,
2320,7/7/2014 0:00,70550,Sialis,,4,3.2,,
2320,7/7/2014 0:00,70550,Sialis,,5,3.9,,
2320,7/7/2014 0:00,70550,Sialis,,6,4.6,,
2320,7/7/2014 0:00,70550,Sialis,,7,2.5,,
2320,7/7/2014 0:00,70550,Sialis,,8,10.1,,
2320,7/7/2014 0:00,70550,Sialis,,9,4.2,,
2320,7/7/2014 0:00,70550,Sialis,,10,3,,
2320,7/7/2014 0:00,70550,Sialis,,11,3,,
2320,7/7/2014 0:00,70550,Sialis,,12,4.5,,
2320,7/7/2014 0:00,70550,Sialis,,13,7.4,,
2320,7/7/2014 0:00,70550,Sialis,,14,4,,
2320,7/7/2014 0:00,70550,Sialis,,15,1.9,,
2320,7/7/2014 0:00,70550,Sialis,,16,3.8,,
2320,7/7/2014 0:00,70550,Sialis,,17,5.1,,
2320,7/7/2014 0:00,70550,Sialis,,18,3.1,,
2320,7/7/2014 0:00,70550,Sialis,,19,3.4,,
2320,7/7/2014 0:00,70550,Sialis,,20,4.7,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,1,3.9,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,2,4,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,3,3.6,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,4,3.8,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,5,4.4,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,6,4.3,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,7,3.9,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,8,3.7,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,9,3.5,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,10,3.9,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,11,3.7,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,12,3.8,,
2320,7/7/2014 0:00,70550,Stictotarsus,Adult,13,3.9,,
2320,7/8/2014 0:00,70550,Chironomidae,,1,7.4,,
2320,7/8/2014 0:00,70550,Chironomidae,,2,7.3,,
2320,7/8/2014 0:00,70550,Chironomidae,,3,4,,
2320,7/8/2014 0:00,70550,Chironomidae,,4,6.2,,
2320,7/8/2014 0:00,70550,Chironomidae,,5,7.8,,
2320,7/8/2014 0:00,70550,Chironomidae,,6,7.2,,
2320,7/8/2014 0:00,70550,Chironomidae,,7,6.7,,
2320,7/8/2014 0:00,70550,Chironomidae,,8,5.1,,
2320,7/8/2014 0:00,70550,Chironomidae,,9,2.9,,
2320,7/8/2014 0:00,70550,Chironomidae,,10,8.4,,
2320,7/8/2014 0:00,70550,Chironomidae,,11,3.1,,
2320,7/8/2014 0:00,70550,Chironomidae,,12,9,,
2320,7/8/2014 0:00,70550,Chironomidae,,13,5.9,,
2320,7/8/2014 0:00,70550,Chironomidae,,14,8.6,,
2320,7/8/2014 0:00,70550,Chironomidae,,15,9.6,,
2320,7/8/2014 0:00,70550,Chironomidae,,16,2.9,,
2320,7/8/2014 0:00,70550,Chironomidae,,17,8,,
2320,7/8/2014 0:00,70550,Chironomidae,,18,8.1,,
2320,7/8/2014 0:00,70550,Chironomidae,,19,4.4,,
2320,7/8/2014 0:00,70550,Chironomidae,,20,8.1,,
2320,7/15/2014 0:00,70550,Oligochaeta,,16,6.6,,
2326,11/19/2013 0:00,10223,Acari,,1,1,,
2326,11/19/2013 0:00,10223,Acari,,2,1.1,,
2326,11/19/2013 0:00,10223,Agabus,,1,3.1,,
2326,11/19/2013 0:00,10223,Agabus,,2,3,,
2326,11/19/2013 0:00,10223,Ameletus,,1,3.5,,
2326,11/19/2013 0:00,10223,Ameletus,,2,3.3,,
2326,11/19/2013 0:00,10223,Ameletus,,3,3.6,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,1,9,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,2,4.5,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,3,8.9,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,4,10.1,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,5,8.4,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,6,7.8,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,7,8.1,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,8,10.5,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,9,8.1,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,10,8.6,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,11,3.7,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,12,7.9,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,13,8.6,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,14,8,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,15,4.9,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,16,8.3,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,17,4.3,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,18,8.5,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,19,4.5,,
2326,11/19/2013 0:00,10223,Callibaetis ferrugineus,,20,8.7,,
2326,11/19/2013 0:00,10223,Chironomidae,,1,6.2,,
2326,11/19/2013 0:00,10223,Chironomidae,,2,7.3,,
2326,11/19/2013 0:00,10223,Chironomidae,,3,6.3,,
2326,11/19/2013 0:00,10223,Chironomidae,,4,6.5,,
2326,11/19/2013 0:00,10223,Chironomidae,,5,7.1,,
2326,11/19/2013 0:00,10223,Chironomidae,,6,7.5,,
2326,11/19/2013 0:00,10223,Chironomidae,,7,8.2,,
2326,11/19/2013 0:00,10223,Chironomidae,,8,7.4,,
2326,11/19/2013 0:00,10223,Chironomidae,,9,7.2,,
2326,11/19/2013 0:00,10223,Chironomidae,,10,7.4,,
2326,11/19/2013 0:00,10223,Chironomidae,,11,6.7,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,1,5.5,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,2,5.3,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,3,5,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,4,7,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,5,5.9,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,6,5.7,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,7,6.3,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,8,6.5,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,9,5.4,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,10,5.4,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,11,5.2,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,12,5.2,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,13,5.9,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,14,4.5,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,15,6.2,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,16,5.4,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,17,6,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,18,6.1,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,19,6.3,,
2326,11/19/2013 0:00,10223,Diptera,Pupae,20,5.6,,
2326,11/19/2013 0:00,10223,Corixidae,,1,1.5,,
2326,11/19/2013 0:00,10223,Corixidae,,2,1.8,,
2326,11/19/2013 0:00,10223,Corixidae,,3,1.5,,
2326,11/19/2013 0:00,10223,Corixidae,,4,1.7,,
2326,11/19/2013 0:00,10223,Corixidae,,5,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,6,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,7,2.3,,
2326,11/19/2013 0:00,10223,Corixidae,,8,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,9,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,10,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,11,1.5,,
2326,11/19/2013 0:00,10223,Corixidae,,12,2.3,,
2326,11/19/2013 0:00,10223,Corixidae,,13,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,14,1.6,,
2326,11/19/2013 0:00,10223,Corixidae,,15,1.6,,
2326,11/19/2013 0:00,10223,Ecclisomyia,,1,2,,
2326,11/19/2013 0:00,10223,Ecclisomyia,,2,2.5,,
2326,11/19/2013 0:00,10223,Hydroporus,Larvae/Nymph,1,1.8,,
2326,11/19/2013 0:00,10223,Oligochaeta,,1,4,,
2326,11/19/2013 0:00,10223,Oligochaeta,,2,5.8,,
2326,11/19/2013 0:00,10223,Oligochaeta,,3,2.8,,
2326,11/19/2013 0:00,10223,Oligochaeta,,4,5.5,,
2326,11/19/2013 0:00,10223,Oligochaeta,,5,4.8,,
2326,11/19/2013 0:00,10223,Oligochaeta,,6,5.2,,
2326,11/19/2013 0:00,10223,Oligochaeta,,7,3.9,,
2326,11/19/2013 0:00,10223,Oligochaeta,,8,4,,
2326,11/19/2013 0:00,10223,Oligochaeta,,9,6.5,,
2326,11/19/2013 0:00,10223,Oligochaeta,,10,5.3,,
2326,11/19/2013 0:00,10223,Oligochaeta,,11,5,,
2326,11/19/2013 0:00,10223,Oligochaeta,,12,5.9,,
2326,11/19/2013 0:00,10223,Oligochaeta,,13,4.4,,
2326,11/19/2013 0:00,10223,Oligochaeta,,14,5.9,,
2326,11/19/2013 0:00,10223,Oligochaeta,,15,3.5,,
2326,11/19/2013 0:00,10223,Oligochaeta,,16,4.1,,
2326,11/19/2013 0:00,10223,Polycentropus,,1,8.4,,
2326,11/19/2013 0:00,10223,Polycentropus,,2,11.6,,
2326,11/19/2013 0:00,10223,Polycentropus,,3,9.9,,
2326,11/19/2013 0:00,10223,Polycentropus,,4,8.4,,
2326,11/19/2013 0:00,10223,Polycentropus,,5,12.5,,
2326,11/19/2013 0:00,10223,Polycentropus,,6,14.5,,
2326,11/19/2013 0:00,10223,Polycentropus,,7,10.2,,
2326,11/19/2013 0:00,10223,Polycentropus,,8,6.6,,
2326,11/19/2013 0:00,10223,Polycentropus,,9,9.4,,
2326,11/19/2013 0:00,10223,Psychoglypha,,1,14.2,,
2326,11/19/2013 0:00,10223,Psychoglypha,,2,16,,
2326,11/19/2013 0:00,10223,Stictotarsus,,1,1.6,,
2326,11/19/2013 0:00,10223,Stictotarsus,,2,2.1,,
2326,11/19/2013 0:00,10223,Stictotarsus,,3,1.1,,
2326,11/19/2013 0:00,10223,Stictotarsus,,4,2.7,,
2326,11/19/2013 0:00,10223,Stictotarsus,,5,2.4,,
2326,11/19/2013 0:00,10223,Stictotarsus,,6,1.9,,
2326,11/19/2013 0:00,10223,Stictotarsus,,7,1.2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,8,1.3,,
2326,11/19/2013 0:00,10223,Stictotarsus,,9,1.4,,
2326,11/19/2013 0:00,10223,Stictotarsus,,10,1.5,,
2326,11/19/2013 0:00,10223,Stictotarsus,,11,1,,
2326,11/19/2013 0:00,10223,Stictotarsus,,12,0.9,,
2326,11/19/2013 0:00,10223,Stictotarsus,,13,1.6,,
2326,11/19/2013 0:00,10223,Stictotarsus,,14,1.2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,15,1.2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,16,1.2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,17,1.2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,18,2.5,,
2326,11/19/2013 0:00,10223,Stictotarsus,,19,2,,
2326,11/19/2013 0:00,10223,Stictotarsus,,20,1.1,,
2326,11/19/2013 0:00,10223,Stictotarsus,Adult,1,3.6,,
2326,11/19/2013 0:00,10223,Stictotarsus,Adult,2,3.5,,
2326,11/19/2013 0:00,10223,Stictotarsus,Adult,3,3.7,,
2327,7/7/2014 0:00,10100,Acari,,1,1.2,,
2327,7/7/2014 0:00,10100,Acari,,2,1,,
2327,7/7/2014 0:00,10100,Acari,,3,1.2,,
2327,7/7/2014 0:00,10100,Acari,,4,0.9,,
2327,7/7/2014 0:00,10100,Acari,,5,1,,
2327,7/7/2014 0:00,10100,Acari,,6,1,,
2327,7/7/2014 0:00,10100,Acari,,7,1,,
2327,7/7/2014 0:00,10100,Acari,,8,1.3,,
2327,7/7/2014 0:00,10100,Acari,,9,0.9,,
2327,7/7/2014 0:00,10100,Acari,,10,0.9,,
2327,7/7/2014 0:00,10100,Acari,,11,1.1,,
2327,7/7/2014 0:00,10100,Acari,,12,1.3,,
2327,7/7/2014 0:00,10100,Acari,,13,1.1,,
2327,7/7/2014 0:00,10100,Acari,,14,1,,
2327,7/7/2014 0:00,10100,Acari,,15,0.9,,
2327,7/7/2014 0:00,10100,Acari,,16,1,,
2327,7/7/2014 0:00,10100,Acari,,17,0.9,,
2327,7/7/2014 0:00,10100,Acari,,18,1,,
2327,7/7/2014 0:00,10100,Acari,,19,1,,
2327,7/7/2014 0:00,10100,Acari,,20,1.2,,
2327,7/7/2014 0:00,10100,Ameletus,,1,4.6,,
2327,7/7/2014 0:00,10100,Ameletus,,2,5.9,,
2327,7/7/2014 0:00,10100,Ameletus,,3,5.1,,
2327,7/7/2014 0:00,10100,Ameletus,,4,4.2,,
2327,7/7/2014 0:00,10100,Ameletus,,5,4.4,,
2327,7/7/2014 0:00,10100,Ameletus,,6,5.7,,
2327,7/7/2014 0:00,10100,Ameletus,,7,5.2,,
2327,7/7/2014 0:00,10100,Ameletus,,8,4.7,,
2327,7/7/2014 0:00,10100,Oligochaeta,,1,15.1,,
2327,7/7/2014 0:00,10100,Oligochaeta,,2,18.4,,
2327,7/7/2014 0:00,10100,Oligochaeta,,3,9,,
2327,7/7/2014 0:00,10100,Oligochaeta,,4,16.6,,
2327,7/7/2014 0:00,10100,Oligochaeta,,5,7.3,,
2327,7/7/2014 0:00,10100,Oligochaeta,,6,9.3,,
2327,7/7/2014 0:00,10100,Oligochaeta,,7,26.3,,
2327,7/7/2014 0:00,10100,Oligochaeta,,8,15.9,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,1,2.2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,2,1.9,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,3,3.7,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,4,1.8,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,5,2.1,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,6,2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,7,2.4,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,8,3.3,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,9,3.5,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,10,2.1,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,11,2.1,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,12,2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,13,2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,14,2.2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,15,2.1,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,16,2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,17,2.1,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,18,1.8,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,19,2.2,,
2327,7/7/2014 0:00,10100,Pisidium casertanum,,20,2,,
2327,7/7/2014 0:00,10100,Sialis,,1,7.2,,
2327,7/7/2014 0:00,10100,Sialis,,2,3.4,,
2327,7/7/2014 0:00,10100,Sialis,,3,2.5,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,1,5.7,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,2,5.6,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,3,6.2,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,4,8.2,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,5,9.1,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,6,7.2,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,7,8,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,8,5.3,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,9,5.7,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,10,8.7,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,11,5.5,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,12,7.1,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,13,4,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,14,7.4,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,15,7.9,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,16,7.1,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,17,8.1,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,18,5.2,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,19,5.2,,
2327,7/10/2014 0:00,10100,Diptera,Pupae,20,5,2 pieces,
2327,7/10/2014 0:00,10100,Diptera,Pupae,1,5.8,,
2327,7/10/2014 0:00,10100,Oligochaeta,,9,19.9,3 parts,1 individual
2327,7/10/2014 0:00,10100,Oligochaeta,,10,16.9,2 parts,1 individual
2327,7/10/2014 0:00,10100,Oligochaeta,,11,6,,
2327,7/10/2014 0:00,10100,Oligochaeta,,12,19.5,2 parts,1 individual
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,1,4,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,2,2.6,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,3,3.5,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,4,3.2,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,5,4,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,6,6,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,7,5.9,,
2328,7/8/2014 0:00,72996,Agabus,Larvae/Nymph,8,2.7,,
2328,7/8/2014 0:00,72996,Callibaetis ferrugineus,,1,3.7,,
2328,7/8/2014 0:00,72996,Callibaetis ferrugineus,,2,8.3,,
2328,7/8/2014 0:00,72996,Callibaetis ferrugineus,,3,3.7,,
